time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2003-05-25,14.4,10.6,0.0,0.0,0.0,9.2,17.3,280,1011.5,7.23,0.0,2.39
2003-05-26,17.7,6.6,0.0,0.0,0.0,4.61,9.2,306,1016.2,13.82,0.0,2.11
2003-05-27,17.4,8.7,0.0,0.0,0.0,3.53,7.4,284,1020.1,13.95,0.0,2.06
2003-05-28,18.8,7.7,0.0,0.0,0.0,3.42,7.1,291,1021.5,13.65,0.0,2.09
2003-05-29,21.3,8.1,0.0,0.0,0.0,2.0,4.4,341,1020.7,12.9,0.0,2.06
2003-05-30,23.7,9.7,0.0,0.0,0.0,2.27,4.0,4,1018.5,12.82,0.0,2.12
2003-05-31,22.8,11.1,0.0,0.0,0.0,3.71,7.8,311,1016.9,11.75,0.0,2.07
2003-06-01,23.3,12.9,1.1,1.1,0.0,2.33,7.1,24,1014.8,7.46,4.0,1.38
2003-06-02,26.5,15.9,0.4,0.4,0.0,4.74,9.6,332,1009.8,10.1,2.0,2.36
2003-06-03,17.6,13.9,41.0,41.0,0.0,7.5,13.6,160,1015.5,1.07,24.0,0.53
2003-06-04,16.3,12.8,7.0,7.0,0.0,5.11,9.8,129,1021.4,4.85,11.0,1.06
2003-06-05,17.8,13.1,2.3,2.3,0.0,3.81,6.7,92,1016.5,3.23,3.0,0.76
2003-06-06,20.6,13.8,0.0,0.0,0.0,3.71,7.2,275,1016.8,8.66,0.0,1.47
2003-06-07,15.3,11.0,0.0,0.0,0.0,4.67,9.1,160,1022.2,6.31,0.0,1.3
2003-06-08,14.7,8.3,0.0,0.0,0.0,4.44,7.4,134,1024.2,11.67,0.0,1.85
2003-06-09,16.8,11.9,0.1,0.1,0.0,4.34,7.4,110,1019.9,2.35,1.0,0.89
2003-06-10,21.4,13.8,19.4,19.4,0.0,3.58,12.0,60,1012.6,4.91,13.0,0.93
2003-06-11,20.4,13.4,9.3,9.3,0.0,5.82,13.1,268,1012.4,6.19,6.0,1.1
2003-06-12,19.0,11.0,15.2,15.2,0.0,3.86,9.7,118,1015.2,10.82,4.0,1.74
2003-06-13,22.8,14.3,21.1,21.1,0.0,4.81,11.0,237,1013.9,6.29,7.0,1.23
2003-06-14,18.3,12.2,0.0,0.0,0.0,4.16,7.3,125,1018.7,10.72,0.0,1.68
2003-06-15,26.5,12.9,0.0,0.0,0.0,4.22,7.8,1,1014.3,11.79,0.0,2.37
2003-06-16,19.7,15.8,12.1,12.1,0.0,4.24,7.8,150,1016.7,4.89,11.0,0.96
2003-06-17,18.6,15.8,36.6,36.6,0.0,3.68,8.7,145,1017.0,2.62,22.0,0.48
2003-06-18,18.4,16.1,27.8,27.8,0.0,4.6,9.5,105,1016.9,3.3,17.0,0.63
2003-06-19,20.8,16.1,2.4,2.4,0.0,5.36,10.2,280,1016.8,8.33,3.0,1.5
2003-06-20,20.2,13.5,0.0,0.0,0.0,2.24,4.3,83,1017.6,9.55,0.0,1.5
2003-06-21,18.7,11.7,4.2,4.2,0.0,4.0,9.2,285,1015.5,4.23,4.0,0.85
2003-06-22,18.7,12.6,0.0,0.0,0.0,3.37,6.9,122,1016.1,7.74,0.0,1.26
